emotion,dimension_code,dimension_name,left_pole,right_pole,left_pole_score_0_1000,right_pole_score_0_1000,signed_score_m1000_to_p1000,direction_label,direction_code,confidence_0_1,note,model_used,status,error
energized,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.8,"Primarily an internal state of vigor, though it can drive social interaction.",google/gemini-3-flash-preview,ok,
enraged,V,valence,negative,positive,915,85,-830,toward_left_pole,-1,0.98,Highly unpleasant state of extreme anger.,google/gemini-3-flash-preview,ok,
enraged,A,arousal,low_activation,high_activation,40,960,920,toward_right_pole,1,0.99,Maximum physiological activation and intensity.,google/gemini-3-flash-preview,ok,
enraged,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.85,High agency and power to act against a target.,google/gemini-3-flash-preview,ok,
enraged,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.8,"Usually triggered by a specific, certain injustice.",google/gemini-3-flash-preview,ok,
enraged,S,social_orientation,self_oriented,other_oriented,360,640,280,toward_right_pole,1,0.88,Typically directed outward toward another person or entity.,google/gemini-3-flash-preview,ok,
enthralled,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,Enthralled implies a state of intense pleasure and fascination.,google/gemini-3-flash-preview,ok,
enthralled,A,arousal,low_activation,high_activation,280,720,440,toward_right_pole,1,0.9,It involves high mental activation and focused attention.,google/gemini-3-flash-preview,ok,
enthralled,C,control,low_control,high_control,650,350,-300,toward_left_pole,-1,0.85,The individual is often 'captured' or dominated by the stimulus.,google/gemini-3-flash-preview,ok,
enthralled,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,590,410,-180,toward_left_pole,-1,0.8,Usually involves discovery of new but coherent information.,google/gemini-3-flash-preview,ok,
enthralled,S,social_orientation,self_oriented,other_oriented,380,620,240,toward_right_pole,1,0.75,"Often directed toward an external object, performance, or person.",google/gemini-3-flash-preview,ok,
enthusiastic,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,"Enthusiasm is a highly positive, pleasurable state of excitement.",google/gemini-3-flash-preview,ok,
enthusiastic,A,arousal,low_activation,high_activation,240,760,520,toward_right_pole,1,0.95,It involves high physiological activation and energetic engagement.,google/gemini-3-flash-preview,ok,
enthusiastic,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.9,The state implies high agency and a sense of capability.,google/gemini-3-flash-preview,ok,
enthusiastic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,690,310,-380,toward_left_pole,-1,0.85,Usually directed toward a clear goal or expected positive outcome.,google/gemini-3-flash-preview,ok,
enthusiastic,S,social_orientation,self_oriented,other_oriented,420,580,160,toward_right_pole,1,0.8,"Often expressed outwardly toward others, though can be internal.",google/gemini-3-flash-preview,ok,
envious,V,valence,negative,positive,760,240,-520,toward_left_pole,-1,0.95,Characterized by painful feelings of inferiority and resentment.,google/gemini-3-flash-preview,ok,
envious,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Involves moderate physiological tension and focused mental preoccupation.,google/gemini-3-flash-preview,ok,
envious,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.9,Often stems from a perceived lack of resources or status compared to others.,google/gemini-3-flash-preview,ok,
envious,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,620,380,-240,toward_left_pole,-1,0.8,"Usually involves a clear, certain comparison with a known target.",google/gemini-3-flash-preview,ok,
envious,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,Inherently social as it requires a comparison between self and another.,google/gemini-3-flash-preview,ok,
euphoric,V,valence,negative,positive,35,965,930,toward_right_pole,1,0.98,Represents an intense state of pleasure and overwhelming happiness.,google/gemini-3-flash-preview,ok,
euphoric,A,arousal,low_activation,high_activation,110,890,780,toward_right_pole,1,0.95,Characterized by high physiological energy and mental excitation.,google/gemini-3-flash-preview,ok,
euphoric,C,control,low_control,high_control,380,620,240,toward_right_pole,1,0.85,"High agency is present, though the intensity can feel slightly overwhelming.",google/gemini-3-flash-preview,ok,
euphoric,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,690,310,-380,toward_left_pole,-1,0.8,"Usually follows a positive realization or event, making it relatively predictable.",google/gemini-3-flash-preview,ok,
euphoric,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal peak experience, though often shared with others.",google/gemini-3-flash-preview,ok,
exasperated,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Exasperation is a state of intense irritation and annoyance.,google/gemini-3-flash-preview,ok,
exasperated,A,arousal,low_activation,high_activation,260,740,480,toward_right_pole,1,0.9,It involves high physiological activation and restless frustration.,google/gemini-3-flash-preview,ok,
exasperated,C,control,low_control,high_control,680,320,-360,toward_left_pole,-1,0.85,Often stems from a perceived inability to change a repetitive situation.,google/gemini-3-flash-preview,ok,
exasperated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,590,410,-180,toward_left_pole,-1,0.8,Usually triggered by predictable but unwanted recurring behaviors.,google/gemini-3-flash-preview,ok,
exasperated,S,social_orientation,self_oriented,other_oriented,320,680,360,toward_right_pole,1,0.85,Typically directed toward another person's actions or incompetence.,google/gemini-3-flash-preview,ok,
excited,V,valence,negative,positive,180,820,640,toward_right_pole,1,0.95,Excitement is generally characterized by high positive affect and pleasant anticipation.,google/gemini-3-flash-preview,ok,
excited,A,arousal,low_activation,high_activation,120,880,760,toward_right_pole,1,0.98,It is a high-activation state involving increased physiological and mental energy.,google/gemini-3-flash-preview,ok,
excited,C,control,low_control,high_control,350,650,300,toward_right_pole,1,0.85,"Usually involves a sense of agency, though it can sometimes feel overwhelming.",google/gemini-3-flash-preview,ok,
excited,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.8,"Often involves anticipation of a known positive outcome, reducing unpredictability.",google/gemini-3-flash-preview,ok,
excited,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal state of readiness, though often shared in social contexts.",google/gemini-3-flash-preview,ok,
excluded,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Social rejection is inherently unpleasant and distressing.,google/gemini-3-flash-preview,ok,
excluded,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.85,Often involves a mix of low-energy sadness and moderate-stress activation.,google/gemini-3-flash-preview,ok,
excluded,C,control,low_control,high_control,850,150,-700,toward_left_pole,-1,0.9,The individual lacks agency over the group's decision to omit them.,google/gemini-3-flash-preview,ok,
excluded,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,390,610,220,toward_right_pole,1,0.8,Often involves ambiguity regarding the reasons for the exclusion.,google/gemini-3-flash-preview,ok,
excluded,S,social_orientation,self_oriented,other_oriented,120,880,760,toward_right_pole,1,0.95,Fundamentally defined by a relationship or lack thereof with others.,google/gemini-3-flash-preview,ok,
exhilarated,V,valence,negative,positive,110,890,780,toward_right_pole,1,0.95,"Exhilaration is a highly positive, joyful state of intense pleasure.",google/gemini-3-flash-preview,ok,
exhilarated,A,arousal,low_activation,high_activation,80,920,840,toward_right_pole,1,0.98,"It involves high physiological activation, energy, and excitement.",google/gemini-3-flash-preview,ok,
exhilarated,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.85,Usually associated with a sense of mastery or high agency over an experience.,google/gemini-3-flash-preview,ok,
exhilarated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.8,"Often follows a resolved challenge, though the thrill can involve some novelty.",google/gemini-3-flash-preview,ok,
exhilarated,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.75,Primarily an internal state of peak individual experience and sensation.,google/gemini-3-flash-preview,ok,
exposed,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.85,Generally unpleasant due to vulnerability and lack of protection.,google/gemini-3-flash-preview,ok,
exposed,A,arousal,low_activation,high_activation,360,640,280,toward_right_pole,1,0.8,Heightened vigilance and physiological alertness to potential threats.,google/gemini-3-flash-preview,ok,
exposed,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.9,Low agency as defenses are down and one is subject to external scrutiny.,google/gemini-3-flash-preview,ok,
exposed,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,280,720,440,toward_right_pole,1,0.8,High unpredictability regarding how others will react to the revealed state.,google/gemini-3-flash-preview,ok,
exposed,S,social_orientation,self_oriented,other_oriented,220,780,560,toward_right_pole,1,0.85,"Inherently involves an audience or external observer, real or imagined.",google/gemini-3-flash-preview,ok,
fearful,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,"Fear is a highly unpleasant, negative affective state.",google/gemini-3-flash-preview,ok,
fearful,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.9,Characterized by high physiological activation and fight-or-flight readiness.,google/gemini-3-flash-preview,ok,
fearful,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.85,Involves a perceived lack of control over a threatening situation.,google/gemini-3-flash-preview,ok,
fearful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,220,780,560,toward_right_pole,1,0.8,Often stems from unpredictable threats or uncertain outcomes.,google/gemini-3-flash-preview,ok,
fearful,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.75,Primarily focused on self-preservation and personal safety.,google/gemini-3-flash-preview,ok,
fond,V,valence,negative,positive,155,845,690,toward_right_pole,1,0.95,"Fondness is a distinctly pleasant, warm, and positive affective state.",google/gemini-3-flash-preview,ok,
fond,A,arousal,low_activation,high_activation,690,310,-380,toward_left_pole,-1,0.85,"It is typically a calm, low-intensity state of affection rather than high excitement.",google/gemini-3-flash-preview,ok,
fond,C,control,low_control,high_control,380,620,240,toward_right_pole,1,0.8,"Reflects a stable, secure internal state with moderate agency over one's feelings.",google/gemini-3-flash-preview,ok,
fond,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,820,180,-640,toward_left_pole,-1,0.85,"Usually based on familiar, predictable, and well-established positive associations.",google/gemini-3-flash-preview,ok,
fond,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Inherently directed toward another person, object, or memory outside the self.",google/gemini-3-flash-preview,ok,
forgiving,V,valence,negative,positive,160,840,680,toward_right_pole,1,0.95,"Forgiveness is inherently positive, involving the release of resentment and the promotion of goodwill.",google/gemini-3-flash-preview,ok,
forgiving,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,"It is typically a calm, de-escalating state rather than one of high physiological activation.",google/gemini-3-flash-preview,ok,
forgiving,C,control,low_control,high_control,220,780,560,toward_right_pole,1,0.9,The act of forgiving requires significant internal agency and emotional self-regulation.,google/gemini-3-flash-preview,ok,
forgiving,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.8,"Forgiveness usually follows a resolved conflict, leading to a more predictable and stable emotional state.",google/gemini-3-flash-preview,ok,
